millis,Date,Time,Sensor1,Sensor2,Sensor3,,,,,,
1720216,1465892044, 8:14:4,303,492,469,492,5.92,24.05,22.92,24.05,
1721216,1465892045, 8:14:5,271,508,454,509,5.3,24.83,22.19,24.88,
1722216,1465892046, 8:14:6,295,502,454,508,5.77,24.54,22.19,24.83,
1723217,1465892047, 8:14:7,303,490,472,484,5.92,23.95,23.07,23.66,
1724216,1465892048, 8:14:8,248,479,461,576,4.85,23.41,22.53,28.15,
1725216,1465892049, 8:14:9,303,492,467,493,5.92,24.05,22.83,24.1,
1726216,1465892050, 8:14:10,303,491,472,492,5.92,24,23.07,24.05,
1727216,1465892051, 8:14:11,232,570,459,504,4.54,27.86,22.43,24.63,
1728217,1465892052, 8:14:12,243,492,445,539,4.75,24.05,21.75,26.34,
1729217,1465892053, 8:14:13,303,500,447,505,5.92,24.44,21.85,24.68,
1730217,1465892054, 8:14:14,264,482,469,518,5.16,23.56,22.92,25.32,
1731217,1465892055, 8:14:15,299,492,469,488,5.85,24.05,22.92,23.85,
1732217,1465892056, 8:14:16,231,496,444,546,4.52,24.24,21.7,26.69,
1733217,1465892057, 8:14:17,238,499,444,554,4.65,24.39,21.7,27.08,
1734217,1465892058, 8:14:18,231,496,533,497,4.52,24.24,26.05,24.29,
1735217,1465892059, 8:14:19,303,501,452,505,5.92,24.49,22.09,24.68,
1736217,1465892060, 8:14:20,303,490,470,482,5.92,23.95,22.97,23.56,
1737217,1465892061, 8:14:21,241,489,473,534,4.71,23.9,23.12,26.1,
1738218,1465892062, 8:14:22,248,479,464,568,4.85,23.41,22.68,27.76,
1739218,1465892063, 8:14:23,257,496,463,533,5.02,24.24,22.63,26.05,
1740218,1465892064, 8:14:24,232,556,489,484,4.54,27.17,23.9,23.66,
1741219,1465892065, 8:14:25,252,502,537,493,4.93,24.54,26.25,24.1,
1742220,1465892066, 8:14:26,231,502,465,568,4.52,24.54,22.73,27.76,
1743220,1465892067, 8:14:27,244,499,532,495,4.77,24.39,26,24.19,
1744220,1465892068, 8:14:28,224,564,467,492,4.38,27.57,22.83,24.05,
1745220,1465892069, 8:14:29,248,485,456,572,4.85,23.7,22.29,27.96,
1746220,1465892070, 8:14:30,248,482,502,540,4.85,23.56,24.54,26.39,
1747221,1465892071, 8:14:31,224,568,458,491,4.38,27.76,22.39,24,
1748221,1465892072, 8:14:32,227,537,509,512,4.44,26.25,24.88,25.02,
1749221,1465892073, 8:14:33,248,483,501,547,4.85,23.61,24.49,26.74,
1750221,1465892074, 8:14:34,271,520,447,507,5.3,25.42,21.85,24.78,
1751221,1465892075, 8:14:35,239,503,468,568,4.67,24.58,22.87,27.76,
1752221,1465892076, 8:14:36,248,489,491,553,4.85,23.9,24,27.03,
1753220,1465892077, 8:14:37,224,568,457,496,4.38,27.76,22.34,24.24,
1754221,1465892078, 8:14:38,248,495,533,497,4.85,24.19,26.05,24.29,
1755222,1465892079, 8:14:39,264,484,470,523,5.16,23.66,22.97,25.56,
1756222,1465892080, 8:14:40,279,504,454,504,5.45,24.63,22.19,24.63,
1757222,1465892081, 8:14:41,248,502,456,556,4.85,24.54,22.29,27.17,
1758222,1465892082, 8:14:42,256,543,473,486,5,26.54,23.12,23.75,
1759222,1465892083, 8:14:43,256,544,474,488,5,26.59,23.17,23.85,
1760222,1465892084, 8:14:44,256,536,453,489,5,26.2,22.14,23.9,
1761223,1465892085, 8:14:45,263,521,451,500,5.14,25.46,22.04,24.44,
1762222,1465892086, 8:14:46,252,514,530,493,4.93,25.12,25.9,24.1,
1763223,1465892087, 8:14:47,256,520,525,496,5,25.42,25.66,24.24,
1764224,1465892088, 8:14:48,256,553,468,484,5,27.03,22.87,23.66,
1765222,1465892089, 8:14:49,279,503,454,504,5.45,24.58,22.19,24.63,
1766223,1465892090, 8:14:50,303,501,443,494,5.92,24.49,21.65,24.14,
1767223,1465892091, 8:14:51,232,576,455,500,4.54,28.15,22.24,24.44,
1768223,1465892092, 8:14:52,248,516,528,496,4.85,25.22,25.81,24.24,
1769223,1465892093, 8:14:53,319,496,468,488,6.24,24.24,22.87,23.85,
1770223,1465892094, 8:14:54,231,500,456,576,4.52,24.44,22.29,28.15,
1771223,1465892095, 8:14:55,256,537,439,500,5,26.25,21.46,24.44,
1772223,1465892096, 8:14:56,228,576,455,506,4.46,28.15,22.24,24.73,
1773222,1465892097, 8:14:57,264,483,461,510,5.16,23.61,22.53,24.93,
1774223,1465892098, 8:14:58,224,576,456,513,4.38,28.15,22.29,25.07,
1775223,1465892099, 8:14:59,264,486,464,528,5.16,23.75,22.68,25.81,
1776223,1465892100, 8:15:0,303,496,443,499,5.92,24.24,21.65,24.39,
1777223,1465892101, 8:15:1,220,540,500,513,4.3,26.39,24.44,25.07,
1778223,1465892102, 8:15:2,223,500,530,497,4.36,24.44,25.9,24.29,
1779223,1465892103, 8:15:3,227,492,456,576,4.44,24.05,22.29,28.15,
1780225,1465892104, 8:15:4,238,499,476,563,4.65,24.39,23.26,27.52,
1781225,1465892105, 8:15:5,244,482,468,576,4.77,23.56,22.87,28.15,
1782225,1465892106, 8:15:6,226,536,513,507,4.42,26.2,25.07,24.78,
1783225,1465892107, 8:15:7,240,501,540,494,4.69,24.49,26.39,24.14,
1784225,1465892108, 8:15:8,240,496,456,556,4.69,24.24,22.29,27.17,
1785225,1465892109, 8:15:9,287,497,464,480,5.61,24.29,22.68,23.46,
1786225,1465892110, 8:15:10,303,502,450,497,5.92,24.54,21.99,24.29,
1787226,1465892111, 8:15:11,263,525,447,496,5.14,25.66,21.85,24.24,
1788226,1465892112, 8:15:12,232,560,476,485,4.54,27.37,23.26,23.7,
1789227,1465892113, 8:15:13,224,576,454,500,4.38,28.15,22.19,24.44,
1790228,1465892114, 8:15:14,287,495,460,483,5.61,24.19,22.48,23.61,
1791228,1465892115, 8:15:15,256,539,449,497,5,26.34,21.95,24.29,
1792228,1465892116, 8:15:16,295,498,443,496,5.77,24.34,21.65,24.24,
1793228,1465892117, 8:15:17,224,562,469,493,4.38,27.47,22.92,24.1,
1794229,1465892118, 8:15:18,256,484,513,526,5,23.66,25.07,25.71,
1795229,1465892119, 8:15:19,232,552,492,483,4.54,26.98,24.05,23.61,
1796229,1465892120, 8:15:20,232,572,455,501,4.54,27.96,22.24,24.49,
1797229,1465892121, 8:15:21,303,493,464,483,5.92,24.1,22.68,23.61,
1798231,1465892122, 8:15:22,224,552,488,486,4.38,26.98,23.85,23.75,
1799231,1465892123, 8:15:23,303,492,472,484,5.92,24.05,23.07,23.66,
1800231,1465892124, 8:15:24,224,568,464,508,4.38,27.76,22.68,24.83,
1801231,1465892125, 8:15:25,248,506,456,560,4.85,24.73,22.29,27.37,
1802231,1465892126, 8:15:26,244,496,540,493,4.77,24.24,26.39,24.1,
1803231,1465892127, 8:15:27,259,533,455,496,5.06,26.05,22.24,24.24,
1804231,1465892128, 8:15:28,248,502,456,556,4.85,24.54,22.29,27.17,
1805231,1465892129, 8:15:29,223,496,468,576,4.36,24.24,22.87,28.15,
1806231,1465892130, 8:15:30,287,494,465,484,5.61,24.14,22.73,23.66,
1807233,1465892131, 8:15:31,256,485,466,572,5,23.7,22.78,27.96,
1808233,1465892132, 8:15:32,239,505,481,560,4.67,24.68,23.51,27.37,
1809233,1465892133, 8:15:33,231,504,534,498,4.52,24.63,26.1,24.34,
1810233,1465892134, 8:15:34,244,520,529,499,4.77,25.42,25.86,24.39,
1811233,1465892135, 8:15:35,287,497,468,480,5.61,24.29,22.87,23.46,
1812233,1465892136, 8:15:36,235,492,524,517,4.59,24.05,25.61,25.27,
1813233,1465892137, 8:15:37,240,504,536,492,4.69,24.63,26.2,24.05,
1814233,1465892138, 8:15:38,241,494,525,521,4.71,24.14,25.66,25.46,
1815233,1465892139, 8:15:39,240,487,502,547,4.69,23.8,24.54,26.74,
1816233,1465892140, 8:15:40,241,538,515,506,4.71,26.3,25.17,24.73,
1817233,1465892141, 8:15:41,256,530,521,502,5,25.9,25.46,24.54,
1818233,1465892142, 8:15:42,247,532,447,498,4.83,26,21.85,24.34,
1819233,1465892143, 8:15:43,301,508,454,504,5.88,24.83,22.19,24.63,
1820234,1465892144, 8:15:44,248,483,456,565,4.85,23.61,22.29,27.61,
1821233,1465892145, 8:15:45,248,483,464,568,4.85,23.61,22.68,27.76,
1822234,1465892146, 8:15:46,272,487,464,508,5.32,23.8,22.68,24.83,
1823233,1465892147, 8:15:47,239,503,446,542,4.67,24.58,21.8,26.49,
1824234,1465892148, 8:15:48,218,543,508,507,4.26,26.54,24.83,24.78,
1825234,1465892149, 8:15:49,248,485,502,544,4.85,23.7,24.54,26.59,
1826235,1465892150, 8:15:50,303,504,444,501,5.92,24.63,21.7,24.49,
1827235,1465892151, 8:15:51,239,505,446,556,4.67,24.68,21.8,27.17,
1828235,1465892152, 8:15:52,223,497,524,499,4.36,24.29,25.61,24.39,
1829235,1465892153, 8:15:53,228,564,460,512,4.46,27.57,22.48,25.02,
1830235,1465892154, 8:15:54,223,498,526,510,4.36,24.34,25.71,24.93,
1831235,1465892155, 8:15:55,303,492,465,486,5.92,24.05,22.73,23.75,
1832235,1465892156, 8:15:56,224,576,455,508,4.38,28.15,22.24,24.83,
1833236,1465892157, 8:15:57,234,536,511,513,4.57,26.2,24.98,25.07,
1834236,1465892158, 8:15:58,224,576,458,509,4.38,28.15,22.39,24.88,
1835235,1465892159, 8:15:59,244,504,536,495,4.77,24.63,26.2,24.19,
1836236,1465892160, 8:16:0,244,479,456,568,4.77,23.41,22.29,27.76,
1837235,1465892161, 8:16:1,240,502,490,560,4.69,24.54,23.95,27.37,
1838236,1465892162, 8:16:2,224,570,463,500,4.38,27.86,22.63,24.44,
1839236,1465892163, 8:16:3,224,546,502,486,4.38,26.69,24.54,23.75,
1840236,1465892164, 8:16:4,284,483,458,502,5.55,23.61,22.39,24.54,
1841236,1465892165, 8:16:5,303,497,469,490,5.92,24.29,22.92,23.95,
1842236,1465892166, 8:16:6,244,507,499,549,4.77,24.78,24.39,26.83,
1843236,1465892167, 8:16:7,248,508,491,555,4.85,24.83,24,27.13,
1844236,1465892168, 8:16:8,224,568,464,504,4.38,27.76,22.68,24.63,
1845236,1465892169, 8:16:9,303,499,451,492,5.92,24.39,22.04,24.05,
1846237,1465892170, 8:16:10,244,507,528,497,4.77,24.78,25.81,24.29,
1847237,1465892171, 8:16:11,260,491,468,525,5.08,24,22.87,25.66,
1848237,1465892172, 8:16:12,272,490,466,518,5.32,23.95,22.78,25.32,
1849237,1465892173, 8:16:13,208,568,456,499,4.07,27.76,22.29,24.39,
1850237,1465892174, 8:16:14,248,502,534,497,4.85,24.54,26.1,24.29,
1851237,1465892175, 8:16:15,256,543,457,497,5,26.54,22.34,24.29,
1852237,1465892176, 8:16:16,256,576,458,509,5,28.15,22.39,24.88,
1853237,1465892177, 8:16:17,257,492,464,580,5.02,24.05,22.68,28.35,
1854237,1465892178, 8:16:18,286,479,458,504,5.59,23.41,22.39,24.63,
1855237,1465892179, 8:16:19,280,483,464,510,5.47,23.61,22.68,24.93,
1856237,1465892180, 8:16:20,224,564,461,493,4.38,27.57,22.53,24.1,
1857239,1465892181, 8:16:21,241,486,521,525,4.71,23.75,25.46,25.66,
1858239,1465892182, 8:16:22,240,554,469,482,4.69,27.08,22.92,23.56,
1859239,1465892183, 8:16:23,256,484,464,576,5,23.66,22.68,28.15,
1860240,1465892184, 8:16:24,224,576,460,508,4.38,28.15,22.48,24.83,
1861240,1465892185, 8:16:25,232,564,464,483,4.54,27.57,22.68,23.61,
1862240,1465892186, 8:16:26,248,499,493,551,4.85,24.39,24.1,26.93,
1863240,1465892187, 8:16:27,228,580,457,507,4.46,28.35,22.34,24.78,
1864241,1465892188, 8:16:28,219,498,524,503,4.28,24.34,25.61,24.58,
1865241,1465892189, 8:16:29,238,508,534,497,4.65,24.83,26.1,24.29,
1866241,1465892190, 8:16:30,259,539,447,499,5.06,26.34,21.85,24.39,
1867241,1465892191, 8:16:31,296,499,460,504,5.79,24.39,22.48,24.63,
1868241,1465892192, 8:16:32,248,480,497,549,4.85,23.46,24.29,26.83,
1869241,1465892193, 8:16:33,220,548,492,487,4.3,26.78,24.05,23.8,
1870241,1465892194, 8:16:34,244,505,482,563,4.77,24.68,23.56,27.52,
1871241,1465892195, 8:16:35,239,501,533,499,4.67,24.49,26.05,24.39,
1872241,1465892196, 8:16:36,224,544,498,487,4.38,26.59,24.34,23.8,
1873241,1465892197, 8:16:37,231,496,464,576,4.52,24.24,22.68,28.15,
1874241,1465892198, 8:16:38,223,496,464,576,4.36,24.24,22.68,28.15,
1875241,1465892199, 8:16:39,248,512,529,503,4.85,25.02,25.86,24.58,
1876241,1465892200, 8:16:40,248,480,514,535,4.85,23.46,25.12,26.15,
1877242,1465892201, 8:16:41,299,500,451,502,5.85,24.44,22.04,24.54,
1878241,1465892202, 8:16:42,248,480,498,547,4.85,23.46,24.34,26.74,
1879242,1465892203, 8:16:43,248,504,456,560,4.85,24.63,22.29,27.37,
1880241,1465892204, 8:16:44,226,536,513,506,4.42,26.2,25.07,24.73,
1881242,1465892205, 8:16:45,244,501,494,551,4.77,24.49,24.14,26.93,
1882241,1465892206, 8:16:46,219,493,529,499,4.28,24.1,25.86,24.39,
1883242,1465892207, 8:16:47,224,544,507,503,4.38,26.59,24.78,24.58,
1884242,1465892208, 8:16:48,241,493,520,524,4.71,24.1,25.42,25.61,
1885243,1465892209, 8:16:49,248,489,452,568,4.85,23.9,22.09,27.76,
1886243,1465892210, 8:16:50,228,560,462,489,4.46,27.37,22.58,23.9,
1887243,1465892211, 8:16:51,223,498,526,499,4.36,24.34,25.71,24.39,
1888243,1465892212, 8:16:52,223,505,482,563,4.36,24.68,23.56,27.52,
1889243,1465892213, 8:16:53,224,564,465,498,4.38,27.57,22.73,24.34,
1890244,1465892214, 8:16:54,240,498,538,500,4.69,24.34,26.3,24.44,
1891243,1465892215, 8:16:55,303,496,443,502,5.92,24.24,21.65,24.54,
1892244,1465892216, 8:16:56,286,500,456,513,5.59,24.44,22.29,25.07,
1893244,1465892217, 8:16:57,240,493,456,564,4.69,24.1,22.29,27.57,
1894244,1465892218, 8:16:58,223,496,532,499,4.36,24.24,26,24.39,
1895244,1465892219, 8:16:59,264,482,472,524,5.16,23.56,23.07,25.61,
1896244,1465892220, 8:17:0,272,479,462,501,5.32,23.41,22.58,24.49,
1897244,1465892221, 8:17:1,287,493,474,488,5.61,24.1,23.17,23.85,
1898244,1465892222, 8:17:2,287,500,451,499,5.61,24.44,22.04,24.39,
1899244,1465892223, 8:17:3,227,535,514,509,4.44,26.15,25.12,24.88,
1900244,1465892224, 8:17:4,239,503,532,498,4.67,24.58,26,24.34,
1901244,1465892225, 8:17:5,239,504,448,554,4.67,24.63,21.9,27.08,
1902244,1465892226, 8:17:6,224,576,461,504,4.38,28.15,22.53,24.63,
1903244,1465892227, 8:17:7,220,556,493,483,4.3,27.17,24.1,23.61,
1904244,1465892228, 8:17:8,240,502,538,499,4.69,24.54,26.3,24.39,
1905244,1465892229, 8:17:9,239,507,480,562,4.67,24.78,23.46,27.47,
1906244,1465892230, 8:17:10,224,564,461,497,4.38,27.57,22.53,24.29,
1907245,1465892231, 8:17:11,292,499,458,515,5.71,24.39,22.39,25.17,
1908245,1465892232, 8:17:12,239,497,446,554,4.67,24.29,21.8,27.08,
1909246,1465892233, 8:17:13,248,475,460,572,4.85,23.22,22.48,27.96,
1910246,1465892234, 8:17:14,222,539,506,497,4.34,26.34,24.73,24.29,
1911246,1465892235, 8:17:15,303,493,468,482,5.92,24.1,22.87,23.56,
1912247,1465892236, 8:17:16,247,497,448,544,4.83,24.29,21.9,26.59,
1913247,1465892237, 8:17:17,248,483,460,570,4.85,23.61,22.48,27.86,
1914247,1465892238, 8:17:18,252,508,534,498,4.93,24.83,26.1,24.34,
1915247,1465892239, 8:17:19,244,506,536,495,4.77,24.73,26.2,24.19,
1916247,1465892240, 8:17:20,227,499,458,576,4.44,24.39,22.39,28.15,
1917248,1465892241, 8:17:21,232,560,485,489,4.54,27.37,23.7,23.9,
1918248,1465892242, 8:17:22,248,487,464,584,4.85,23.8,22.68,28.54,
1919248,1465892243, 8:17:23,256,489,464,580,5,23.9,22.68,28.35,
1920248,1465892244, 8:17:24,241,489,466,584,4.71,23.9,22.78,28.54,
1921247,1465892245, 8:17:25,256,530,514,509,5,25.9,25.12,24.88,
1922248,1465892246, 8:17:26,248,491,452,568,4.85,24,22.09,27.76,
1923248,1465892247, 8:17:27,248,504,528,504,4.85,24.63,25.81,24.63,
1924248,1465892248, 8:17:28,287,491,460,491,5.61,24,22.48,24,
1925249,1465892249, 8:17:29,224,568,458,510,4.38,27.76,22.39,24.93,
1926249,1465892250, 8:17:30,241,489,466,578,4.71,23.9,22.78,28.25,
1927249,1465892251, 8:17:31,238,505,452,560,4.65,24.68,22.09,27.37,
1928249,1465892252, 8:17:32,227,490,526,503,4.44,23.95,25.71,24.58,
1929250,1465892253, 8:17:33,233,490,520,520,4.56,23.95,25.42,25.42,
1930250,1465892254, 8:17:34,231,501,534,497,4.52,24.49,26.1,24.29,
1931250,1465892255, 8:17:35,224,576,460,502,4.38,28.15,22.48,24.54,
1932250,1465892256, 8:17:36,224,565,470,494,4.38,27.61,22.97,24.14,
1933250,1465892257, 8:17:37,248,480,505,538,4.85,23.46,24.68,26.3,
1934251,1465892258, 8:17:38,248,480,496,549,4.85,23.46,24.24,26.83,
1935250,1465892259, 8:17:39,303,495,468,493,5.92,24.19,22.87,24.1,
1936250,1465892260, 8:17:40,219,496,456,580,4.28,24.24,22.29,28.35,
1937251,1465892261, 8:17:41,224,552,489,490,4.38,26.98,23.9,23.95,
1938251,1465892262, 8:17:42,299,501,453,511,5.85,24.49,22.14,24.98,
1939251,1465892263, 8:17:43,224,570,458,512,4.38,27.86,22.39,25.02,
1940251,1465892264, 8:17:44,248,502,452,564,4.85,24.54,22.09,27.57,
1941251,1465892265, 8:17:45,256,540,473,498,5,26.39,23.12,24.34,
1942252,1465892266, 8:17:46,208,564,464,510,4.07,27.57,22.68,24.93,
1943252,1465892267, 8:17:47,226,537,516,509,4.42,26.25,25.22,24.88,
1944252,1465892268, 8:17:48,224,564,463,501,4.38,27.57,22.63,24.49,
1945252,1465892269, 8:17:49,287,507,456,506,5.61,24.78,22.29,24.73,
1946252,1465892270, 8:17:50,256,536,451,501,5,26.2,22.04,24.49,
1947252,1465892271, 8:17:51,218,540,510,505,4.26,26.39,24.93,24.68,
1948252,1465892272, 8:17:52,249,490,474,527,4.87,23.95,23.17,25.76,
1949252,1465892273, 8:17:53,227,496,524,510,4.44,24.24,25.61,24.93,
1950252,1465892274, 8:17:54,244,506,536,498,4.77,24.73,26.2,24.34,
1951252,1465892275, 8:17:55,264,489,466,517,5.16,23.9,22.78,25.27,
1952252,1465892276, 8:17:56,224,562,464,486,4.38,27.47,22.68,23.75,
1953252,1465892277, 8:17:57,240,517,525,503,4.69,25.27,25.66,24.58,
1954252,1465892278, 8:17:58,282,501,452,512,5.51,24.49,22.09,25.02,
1955252,1465892279, 8:17:59,244,483,500,551,4.77,23.61,24.44,26.93,
1956253,1465892280, 8:18:0,284,502,456,513,5.55,24.54,22.29,25.07,
1957252,1465892281, 8:18:1,241,531,519,512,4.71,25.95,25.37,25.02,
1958252,1465892282, 8:18:2,208,568,458,505,4.07,27.76,22.39,24.68,
1959254,1465892283, 8:18:3,216,568,461,516,4.22,27.76,22.53,25.22,
1960252,1465892284, 8:18:4,236,504,484,562,4.61,24.63,23.66,27.47,
1961252,1465892285, 8:18:5,256,520,527,509,5,25.42,25.76,24.88,
1962253,1465892286, 8:18:6,295,504,452,508,5.77,24.63,22.09,24.83,
1963253,1465892287, 8:18:7,240,505,532,501,4.69,24.68,26,24.49,
1964252,1465892288, 8:18:8,256,486,520,529,5,23.75,25.42,25.86,
1965253,1465892289, 8:18:9,223,503,486,560,4.36,24.58,23.75,27.37,
1966253,1465892290, 8:18:10,218,532,513,508,4.26,26,25.07,24.83,
1967252,1465892291, 8:18:11,248,516,526,500,4.85,25.22,25.71,24.44,
1968253,1465892292, 8:18:12,287,497,466,483,5.61,24.29,22.78,23.61,
1969253,1465892293, 8:18:13,241,490,522,521,4.71,23.95,25.51,25.46,
1970253,1465892294, 8:18:14,282,483,464,501,5.51,23.61,22.68,24.49,
1971253,1465892295, 8:18:15,264,486,468,512,5.16,23.75,22.87,25.02,
1972253,1465892296, 8:18:16,223,509,480,561,4.36,24.88,23.46,27.42,
1973253,1465892297, 8:18:17,240,483,503,544,4.69,23.61,24.58,26.59,
1974253,1465892298, 8:18:18,295,510,452,505,5.77,24.93,22.09,24.68,
1975254,1465892299, 8:18:19,240,485,495,549,4.69,23.7,24.19,26.83,
1976254,1465892300, 8:18:20,224,570,457,498,4.38,27.86,22.34,24.34,
1977254,1465892301, 8:18:21,231,499,528,501,4.52,24.39,25.81,24.49,
1978254,1465892302, 8:18:22,233,537,512,514,4.56,26.25,25.02,25.12,
1979254,1465892303, 8:18:23,224,560,488,493,4.38,27.37,23.85,24.1,
1980254,1465892304, 8:18:24,240,489,456,568,4.69,23.9,22.29,27.76,
1981255,1465892305, 8:18:25,244,503,492,557,4.77,24.58,24.05,27.22,
1982255,1465892306, 8:18:26,271,508,456,512,5.3,24.83,22.29,25.02,
1983255,1465892307, 8:18:27,256,488,519,530,5,23.85,25.37,25.9,
1984256,1465892308, 8:18:28,231,500,534,497,4.52,24.44,26.1,24.29,
1985255,1465892309, 8:18:29,244,505,540,494,4.77,24.68,26.39,24.14,
1986255,1465892310, 8:18:30,240,500,538,496,4.69,24.44,26.3,24.24,
1987255,1465892311, 8:18:31,248,478,509,539,4.85,23.36,24.88,26.34,
1988255,1465892312, 8:18:32,303,493,466,481,5.92,24.1,22.78,23.51,
1989256,1465892313, 8:18:33,224,538,510,504,4.38,26.3,24.93,24.63,
1990256,1465892314, 8:18:34,244,482,497,543,4.77,23.56,24.29,26.54,
1991256,1465892315, 8:18:35,287,510,452,504,5.61,24.93,22.09,24.63,
1992256,1465892316, 8:18:36,295,496,466,486,5.77,24.24,22.78,23.75,
1993256,1465892317, 8:18:37,239,501,442,548,4.67,24.49,21.6,26.78,
1994257,1465892318, 8:18:38,224,577,455,507,4.38,28.2,22.24,24.78,
1995257,1465892319, 8:18:39,240,520,522,505,4.69,25.42,25.51,24.68,
1996257,1465892320, 8:18:40,224,578,458,509,4.38,28.25,22.39,24.88,
1997257,1465892321, 8:18:41,224,554,491,487,4.38,27.08,24,23.8,
1998257,1465892322, 8:18:42,252,519,525,506,4.93,25.37,25.66,24.73,
1999256,1465892323, 8:18:43,244,508,448,553,4.77,24.83,21.9,27.03,
2000256,1465892324, 8:18:44,224,562,480,487,4.38,27.47,23.46,23.8,
2001257,1465892325, 8:18:45,239,503,478,568,4.67,24.58,23.36,27.76,
2002257,1465892326, 8:18:46,240,481,460,568,4.69,23.51,22.48,27.76,
2003258,1465892327, 8:18:47,224,576,459,503,4.38,28.15,22.43,24.58,
2004258,1465892328, 8:18:48,256,546,475,492,5,26.69,23.22,24.05,
2005258,1465892329, 8:18:49,292,495,464,509,5.71,24.19,22.68,24.88,
2006258,1465892330, 8:18:50,284,485,467,500,5.55,23.7,22.83,24.44,
2007258,1465892331, 8:18:51,259,532,455,500,5.06,26,22.24,24.44,
2008259,1465892332, 8:18:52,228,557,472,484,4.46,27.22,23.07,23.66,
2009260,1465892333, 8:18:53,268,485,470,518,5.24,23.7,22.97,25.32,
2010260,1465892334, 8:18:54,223,508,480,562,4.36,24.83,23.46,27.47,
2011260,1465892335, 8:18:55,240,503,536,495,4.69,24.58,26.2,24.19,
2012261,1465892336, 8:18:56,224,546,503,503,4.38,26.69,24.58,24.58,
2013261,1465892337, 8:18:57,280,482,458,504,5.47,23.56,22.39,24.63,
2014262,1465892338, 8:18:58,299,507,447,506,5.85,24.78,21.85,24.73,
2015262,1465892339, 8:18:59,241,494,464,580,4.71,24.14,22.68,28.35,
2016262,1465892340, 8:19:0,214,546,504,505,4.18,26.69,24.63,24.68,
2017262,1465892341, 8:19:1,224,568,459,498,4.38,27.76,22.43,24.34,
2018263,1465892342, 8:19:2,240,480,510,534,4.69,23.46,24.93,26.1,
2019263,1465892343, 8:19:3,287,495,460,489,5.61,24.19,22.48,23.9,
2020263,1465892344, 8:19:4,303,492,472,488,5.92,24.05,23.07,23.85,
2021263,1465892345, 8:19:5,257,489,472,580,5.02,23.9,23.07,28.35,
2022263,1465892346, 8:19:6,251,492,451,537,4.91,24.05,22.04,26.25,
2023263,1465892347, 8:19:7,224,576,461,504,4.38,28.15,22.53,24.63,
2024263,1465892348, 8:19:8,224,576,462,502,4.38,28.15,22.58,24.54,
2025263,1465892349, 8:19:9,259,521,454,509,5.06,25.46,22.19,24.88,
2026263,1465892350, 8:19:10,303,502,447,500,5.92,24.54,21.85,24.44,
2027265,1465892351, 8:19:11,227,492,460,576,4.44,24.05,22.48,28.15,
2028265,1465892352, 8:19:12,271,512,456,505,5.3,25.02,22.29,24.68,
2029265,1465892353, 8:19:13,256,488,520,524,5,23.85,25.42,25.61,
2030265,1465892354, 8:19:14,303,497,449,494,5.92,24.29,21.95,24.14,
2031265,1465892355, 8:19:15,256,534,449,497,5,26.1,21.95,24.29,
2032265,1465892356, 8:19:16,311,495,457,490,6.08,24.19,22.34,23.95,
2033265,1465892357, 8:19:17,248,495,458,560,4.85,24.19,22.39,27.37,
2034265,1465892358, 8:19:18,235,492,470,576,4.59,24.05,22.97,28.15,
2035265,1465892359, 8:19:19,303,494,475,486,5.92,24.14,23.22,23.75,
2036265,1465892360, 8:19:20,243,488,521,523,4.75,23.85,25.46,25.56,
2037265,1465892361, 8:19:21,247,496,456,542,4.83,24.24,22.29,26.49,
2038265,1465892362, 8:19:22,248,513,530,500,4.85,25.07,25.9,24.44,
2039265,1465892363, 8:19:23,223,500,476,564,4.36,24.44,23.26,27.57,
2040266,1465892364, 8:19:24,240,485,458,564,4.69,23.7,22.39,27.57,
2041265,1465892365, 8:19:25,244,478,464,576,4.77,23.36,22.68,28.15,
2042265,1465892366, 8:19:26,224,564,461,497,4.38,27.57,22.53,24.29,
2043265,1465892367, 8:19:27,256,525,519,509,5,25.66,25.37,24.88,
2044265,1465892368, 8:19:28,240,505,489,560,4.69,24.68,23.9,27.37,
2045266,1465892369, 8:19:29,208,568,460,511,4.07,27.76,22.48,24.98,
2046266,1465892370, 8:19:30,223,500,474,568,4.36,24.44,23.17,27.76,
2047266,1465892371, 8:19:31,240,503,538,500,4.69,24.58,26.3,24.44,
2048267,1465892372, 8:19:32,239,498,444,554,4.67,24.34,21.7,27.08,
2049267,1465892373, 8:19:33,229,532,514,511,4.48,26,25.12,24.98,
2050267,1465892374, 8:19:34,248,478,502,549,4.85,23.36,24.54,26.83,
2051267,1465892375, 8:19:35,248,481,456,570,4.85,23.51,22.29,27.86,
2052267,1465892376, 8:19:36,240,508,484,561,4.69,24.83,23.66,27.42,
2053268,1465892377, 8:19:37,220,544,501,491,4.3,26.59,24.49,24,
2054268,1465892378, 8:19:38,239,494,446,546,4.67,24.14,21.8,26.69,
2055267,1465892379, 8:19:39,224,568,455,502,4.38,27.76,22.24,24.54,
2056268,1465892380, 8:19:40,271,497,454,512,5.3,24.29,22.19,25.02,
2057267,1465892381, 8:19:41,299,506,447,507,5.85,24.73,21.85,24.78,
2058268,1465892382, 8:19:42,243,494,448,543,4.75,24.14,21.9,26.54,
2059267,1465892383, 8:19:43,303,494,466,486,5.92,24.14,22.78,23.75,
2060267,1465892384, 8:19:44,272,485,465,517,5.32,23.7,22.73,25.27,
2061268,1465892385, 8:19:45,243,496,450,544,4.75,24.24,21.99,26.59,
